文书标题,公示日期,详情url,决定书文号,被处罚个人姓名,被处罚个人单位,被处罚机构名称,机构负责人,案由,处罚依据,处罚内容,做出处罚机构的名称,处罚日期
"中国银行业监督管理委员会
四川监管局行政处罚信息公开表",2017-04-18,http://www.cbrc.gov.cn/chinese/home/docView/6BA0874738AD4C1296795BA4F022F3E1.html,  川银监罚字〔2017〕15号, ,null,友利银行（中国）有限公司成都分行,金德淳 KIM DEOK SOON,贷款发放及贷后管理严重失职，导致部分贷款被挪用，严重违反审慎经营规则,    《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款三十万元人民币,"中国银行业监督管理委员会
四川监管局",2017-3-23
中国银监会青海监管局行政处罚信息公开表,2017-04-13,http://www.cbrc.gov.cn/chinese/home/docView/67D93919B0174725A316FB6BF0CA09DC.html,青银监罚决字〔2017〕4号,----,null,化隆县农村信用合作联社,宋维彪,贷后管理不严,《中华人民共和国银行业监督管理法》第四十六条规定,罚款人民币20万元,中国银监会青海监管局,2017-3-30
中国银监会青海监管局行政处罚信息公开表,2017-04-13,http://www.cbrc.gov.cn/chinese/home/docView/97934210383D4449BBF9585B2ACDF6E9.html,青银监罚决字〔2017〕3号,---- ,null,招商银行股份有限公司西宁分行,李军,违规销售理财产品，违规发放委托贷款,《中华人民共和国银行业监督管理法》第四十六条规定,警  告,中国银监会青海监管局,2017-3-30
中国银监会青海监管局行政处罚信息公开表,2017-04-13,http://www.cbrc.gov.cn/chinese/home/docView/A4891F9F1717439783E5D1704A960659.html,青银监罚决字〔2017〕2号,---- ,null,交通银行股份有限公司青海省分行,陈军,贷后管理不善，流动资金贷款被挪用,《中华人民共和国银行业监督管理法》第四十六条规定,罚款人民币20万元,中国银监会青海监管局,2017-3-30
中国银监会浙江监管局行政处罚信息公开表,2017-04-07,http://www.cbrc.gov.cn/chinese/home/docView/8406828373C646F1A94079276BA97F8A.html, 浙银监罚决字〔2017〕5号, ,null,浙江富阳农村商业银行,马富华,违规保管客户物品,《中华人民共和国银行业监督管理法》第二十一条、第四十六条;《中国银监会办公厅关于进一步加强银行业务和员工行为管理的通知》（银监办发〔2014〕57 号）,罚款人民币20万元,中国银监会浙江监管局,2017-3-22
北京银监局行政处罚信息公开表,2017-04-06,http://www.cbrc.gov.cn/chinese/home/docView/8B515C20647D486BB4CD437B90E59CA7.html,京银监发〔2017〕13号,王建军、安春利,null,北京农商银行顺义支行,毛文利,"北京农商银行顺义支行个人贷款管理、员工管理严重违反审慎经营规则。
王建军、安春利为直接责任人员。","《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”
《中华人民共和国银行业监督管理法》第四十八条规定：“银行业金融机构违反法律、行政法规以及国家有关银行业监督管理规定的，银行业监督管理机构除依照本法第四十四条至第四十七条规定处罚外，还可以区别不同情形，采取下列措施：……（二）银行业金融机构的行为尚不构成犯罪的，对直接负责的董事、高级管理人员和其他直接责任人员给予警告，处五万元以上五十万元以下罚款。……”","责令北京农商银行顺义支行改正，并给予二十万元罚款的行政处罚。
给予王建军警告并处二十万元罚款的行政处罚。
给予安春利警告并处十五万元罚款的行政处罚。",北京银监局,2017-3-24
北京银监局行政处罚信息公开表,2017-04-06,http://www.cbrc.gov.cn/chinese/home/docView/B33C32DEBCE74A2BB914AE29F4292EF1.html,京银监发〔2017〕16号,吴晨军,null,——,——,"平安银行北京分行交易资金划转严重违反审慎经营规则、票据资产管理计划业务严重违反审慎经营规则以及提供材料与实际情况不符。
吴晨军为直接责任人员。","《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（三）提供虚假的或者隐瞒重要事实的报表、报告等文件、资料的；……（五）严重违反审慎经营规则的；……”。
《中华人民共和国银行业监督管理法》第四十八条规定：“银行业金融机构违反法律、行政法规以及国家有关银行业监督管理规定的，银行业监督管理机构除依照本法第四十四条至第四十七条规定处罚外，还可以区别不同情形，采取下列措施：……（二）银行业金融机构的行为尚不构成犯罪的，对直接负责的董事、高级管理人员和其他直接责任人员给予警告，处五万元以上五十万元以下罚款；……”。",对吴晨军给予警告的行政处罚。,北京银监局,2017-3-27
宁波银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/D52735F6D4F5487AAE1BE68BF47267CF.html,甬银监罚决字〔2017〕7号,---,null,兴业银行股份有限公司宁波分行,王建元,部分增值税发票重复使用、银行承兑汇票贸易背景不真实及票据交易未背书转让,《中华人民共和国银行业监督管理法》第四十六条,罚款人民币60万元,宁波银监局,2017-3-7
宁波银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/88B0572C8E9B4718975F5BDF4E3BB1F5.html,甬银监罚决字〔2017〕6号,---,null,中国光大银行股份有限公司宁波分行,杨明,非法返利吸存、以贷转存,《中华人民共和国银行业监督管理法》第四十六条,罚款人民币40万元,宁波银监局,2017-3-7
宁波银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/4205562A063A427C8440EEE548ADA1DD.html,甬银监罚决字〔2017〕5号,---,null,上海银行股份有限公司宁波分行,张晓健,以贷转存,《中华人民共和国银行业监督管理法》第四十六条,罚款人民币20万元,宁波银监局,2017-3-7
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/4DE59CED38CD4C28B36ECFFAA2E933F7.html,黑银监罚决字【2017】13号, ,null,民生银行哈尔滨分行,李霏,开办定期存单质押涉外保函新业务不审慎,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币40万元,黑龙江银监局,2017-3-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/E7052D4A17894ABFA7A34AC51D006F40.html,黑银监罚决字〔2017〕12号, ,null,通河县农村信用合作联社,何承江,向借款人发放贷款存在贷款资金支付管理不严、贷后检查流于形式、贷款被用于非约定用途的违规问题。,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/417FE062E0774E9F982A3153BBAC30C2.html,黑银监罚决字〔2017〕11号, ,null,尚志惠鑫村镇银行有限责任公司,崔学范,向借款人发放贷款存在贷款三查不严、贷款被挪用的违规问题。,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/612FCEE0C08442A7AB7242FF597857BE.html,黑银监罚决字〔2017〕10号, ,null,方正县农村信用合作联社,李浩然,向借款人发放贷款存在贷款三查不严的违规问题,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/C968BEF781104F9984E8A38A84254B37.html,黑银监罚决字【2017】第9号, ,null,中国银行哈尔滨中银大厦支行,李宝东,拖延支付客户存款利息,《商业银行法》第73条,没收违法所得人民币78244.35元，并处以5倍罚款人民币391221.75元。,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/1C4CD5E7FC874FBDB0001FB269A14F93.html,黑银监罚决字【2017】第8号, ,null,中国建设银行黑龙江省分行,石永拴,违规收取小微企业现金管理服务费,《贷款通则》第六十七条,没收违法所得人民币60.125万元，并处以2倍罚款人民币120.25万元。,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/FA641E95328442409D3560A6E4E37FF6.html,黑银监罚决字[2017]7号, ,null,哈尔滨电气集团财务有限责任公司,吴彤,未严格审核把关票据贴现业务，贴现企业重复使用合同、发票,依据《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/D5F780D8A8D24A2CAB7E16F8A03F6639.html,黑银监罚决字〔2017〕6号, ,null,中国进出口银行黑龙江省分行,陈贵平,信贷资金管理不到位,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币三十万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/6DFE0B444A644DE49F8E1C5B5627CB3B.html,黑银监罚决字【2017】5号, ,null,光大银行股份有限公司黑龙江分行,刘瑜晓,个贷业务内控制度存在缺陷，风险部派驻个人信贷部的审批人员参与个人信贷部的绩效考评。,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/3C71C913F26C43E3A019929065261A4B.html,黑银监罚决字【2017】4号, ,null,光大银行股份有限公司黑龙江分行,刘瑜晓,人工手工违规上调贷款分类形态,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/F0E76D4E6CB644E3BBD5F9EBC3F97360.html,黑银监罚决字【2017】3号, ,null,上海浦东发展银行哈尔滨分行,刘丹平,滚动签发个人全质押贷款及部分对公客户以贷转存吸存，虚增业务规模。,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币40万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/ECDEB19B42984BE3973E203635FC09AD.html,黑银监罚决字【2017】2号, ,null,上海浦东发展银行哈尔滨分行,刘丹平,对贷款用途监控不力，导致个别个人全质押贷款流入股市,《中华人民共和国银行业监督管理法》第四十六条第（五）项,罚款人民币20万元,黑龙江银监局,2017-2-13
黑龙江银监局行政处罚信息公开表,2017-03-31,http://www.cbrc.gov.cn/chinese/home/docView/644AD5D6D69F4090B8589E9A88495092.html,黑银监罚决字〔2017〕1号, ,null,内蒙古银行哈尔滨分行,张广德,  内控管理失职，执行监督不力。,《银行业监督管理法》第四十六条,罚款人民币50万元,黑龙江银监局,2017-2-13
